sent_ind,cve_sent_ind,token,label
CVE-2002-1912,0,interface,O
CVE-2002-1912,0,when,O
CVE-2002-1912,0,the,O
CVE-2002-1912,0,buffers,O
CVE-2002-1912,0,are,O
CVE-2002-1912,0,full,O
CVE-2002-1912,0,",",O
CVE-2002-1912,0,which,O
CVE-2002-1912,0,allows,O
CVE-2002-1912,0,remote,O
CVE-2002-1912,0,attackers,O
CVE-2002-1912,0,to,O
CVE-2002-1912,0,cause,O
CVE-2002-1912,0,a,O
CVE-2002-1912,0,denial,O
CVE-2002-1912,0,of,O
CVE-2002-1912,0,service,O
CVE-2002-1912,0,(,O
CVE-2002-1912,0,(,O
CVE-2002-1912,0,pointer,O
CVE-2002-1912,0,exception,O
CVE-2002-1912,0,and,O
CVE-2002-1912,0,kernel,O
CVE-2002-1912,0,panic,O
CVE-2002-1912,0,),O
CVE-2002-1912,0,via,O
CVE-2002-1912,0,a,O
CVE-2002-1912,0,large,O
CVE-2002-1912,0,number,O
CVE-2002-1912,0,of,O
CVE-2002-1912,0,packets,O
CVE-2002-1912,0,.,O
CVE-2017-4941,0,VMware,O
CVE-2017-4941,0,ESXi,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,6,vrs
CVE-2017-4941,0,before,<
CVE-2017-4941,0,ESXi600,update
CVE-2017-4941,0,-,update
CVE-2017-4941,0,201711101-SG,update
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,5.5,vre
CVE-2017-4941,0,ESXi550,update
CVE-2017-4941,0,-,update
CVE-2017-4941,0,201709101-SG,update
CVE-2017-4941,0,),sp
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,Workstation,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,12.x,vr
CVE-2017-4941,0,before,<
CVE-2017-4941,0,12.5.8,vre
CVE-2017-4941,0,),sp
CVE-2017-4941,0,",",sp
CVE-2017-4941,0,and,sp
CVE-2017-4941,0,Fusion,pn
CVE-2017-4941,0,(,sp
CVE-2017-4941,0,8.x,vr
CVE-2017-4941,0,before,<
CVE-2017-4941,0,8.5.9,vre
CVE-2017-4941,0,),sp
CVE-2017-4941,0,contain,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,vulnerability,O
CVE-2017-4941,0,that,O
CVE-2017-4941,0,could,O
CVE-2017-4941,0,allow,O
CVE-2017-4941,0,an,O
CVE-2017-4941,0,authenticated,O
CVE-2017-4941,0,VNC,O
CVE-2017-4941,0,session,O
CVE-2017-4941,0,to,O
CVE-2017-4941,0,cause,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,stack,O
CVE-2017-4941,0,overflow,O
CVE-2017-4941,0,via,O
CVE-2017-4941,0,a,O
CVE-2017-4941,0,specific,O
CVE-2017-4941,0,set,O
CVE-2017-4941,0,of,O
CVE-2017-4941,0,VNC,O
CVE-2017-4941,0,packets,O
CVE-2017-4941,0,.,O
CVE-2017-4941,1,Successful,O
CVE-2017-4941,1,exploitation,O
CVE-2017-4941,1,of,O
CVE-2017-4941,1,this,O
CVE-2017-4941,1,issue,O
CVE-2017-4941,1,could,O
CVE-2017-4941,1,result,O
CVE-2017-4941,1,in,O
CVE-2017-4941,1,remote,O
CVE-2017-4941,1,code,O
CVE-2017-4941,1,execution,O
CVE-2017-4941,1,in,O
CVE-2017-4941,1,a,O
CVE-2017-4941,1,virtual,O
CVE-2017-4941,1,machine,O
CVE-2017-4941,1,via,O
CVE-2017-4941,1,the,O
CVE-2017-4941,1,authenticated,O
CVE-2017-4941,1,VNC,O
CVE-2017-4941,1,session,O
CVE-2017-4941,1,.,O
CVE-2017-4941,2,Note,O
CVE-2017-4941,2,:,O
CVE-2017-4941,2,In,O
CVE-2017-4941,2,order,O
CVE-2017-4941,2,for,O
CVE-2017-4941,2,exploitation,O
CVE-2017-4941,2,to,O
CVE-2017-4941,2,be,O
CVE-2017-4941,2,possible,O
CVE-2017-4941,2,in,O
CVE-2017-4941,2,ESXi,O
CVE-2017-4941,2,",",O
CVE-2017-4941,2,VNC,O
CVE-2017-4941,2,must,O
CVE-2017-4941,2,be,O
CVE-2017-4941,2,manually,O
CVE-2017-4941,2,enabled,O
CVE-2017-4941,2,in,O
CVE-2017-4941,2,a,O
CVE-2017-4941,2,virtual,O
CVE-2017-4941,2,machine,O
CVE-2017-4941,2,'s,O
CVE-2017-4941,2,.vmx,O
CVE-2017-4941,2,configuration,O
CVE-2017-4941,2,file,O
CVE-2017-4941,2,.,O
CVE-2017-4941,3,In,O
CVE-2017-4941,3,addition,O
CVE-2017-4941,3,",",O
CVE-2017-4941,3,ESXi,O
CVE-2017-4941,3,must,O
CVE-2017-4941,3,be,O
CVE-2017-4941,3,configured,O
CVE-2017-4941,3,to,O
CVE-2017-4941,3,allow,O
CVE-2017-4941,3,VNC,O
CVE-2017-4941,3,traffic,O
CVE-2017-4941,3,through,O
CVE-2017-4941,3,the,O
CVE-2017-4941,3,built,O
CVE-2017-4941,3,-,O
CVE-2017-4941,3,in,O
CVE-2017-4941,3,firewall,O
CVE-2017-4941,3,.,O
CVE-2016-3193,0,Cross,O
CVE-2016-3193,0,-,O
CVE-2016-3193,0,site,O
CVE-2016-3193,0,scripting,O
CVE-2016-3193,0,(,O
CVE-2016-3193,0,XSS,O
CVE-2016-3193,0,),O
CVE-2016-3193,0,vulnerability,O
CVE-2016-3193,0,in,O
CVE-2016-3193,0,the,O
CVE-2016-3193,0,appliance,O
CVE-2016-3193,0,web,O
CVE-2016-3193,0,-,O
CVE-2016-3193,0,application,O
CVE-2016-3193,0,in,O
CVE-2016-3193,0,Fortinet,O
CVE-2016-3193,0,FortiManager,pn
CVE-2016-3193,0,5.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.0.12,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,5.2.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.2.6,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,5.4.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.4.1,vre
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,FortiAnalyzer,pn
CVE-2016-3193,0,5.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.0.13,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,5.2.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.2.6,vre
CVE-2016-3193,0,",",sp
CVE-2016-3193,0,and,sp
CVE-2016-3193,0,5.4.x,vr
CVE-2016-3193,0,before,<
CVE-2016-3193,0,5.4.1,vre
CVE-2016-3193,0,allows,O
CVE-2016-3193,0,remote,O
CVE-2016-3193,0,authenticated,O
CVE-2016-3193,0,users,O
CVE-2016-3193,0,to,O
CVE-2016-3193,0,inject,O
CVE-2016-3193,0,arbitrary,O
CVE-2016-3193,0,web,O
CVE-2016-3193,0,script,O
CVE-2016-3193,0,or,O
CVE-2016-3193,0,HTML,O
CVE-2016-3193,0,via,O
CVE-2016-3193,0,unspecified,O
CVE-2016-3193,0,vectors,O
CVE-2016-3193,0,.,O
CVE-2014-3124,0,The,O
CVE-2014-3124,0,HVMOP_set_mem_type,O
CVE-2014-3124,0,control,O
CVE-2014-3124,0,in,O
CVE-2014-3124,0,Xen,pn
CVE-2014-3124,0,4.1,vrs
CVE-2014-3124,0,through,<=
CVE-2014-3124,0,4.4.x,vr
CVE-2014-3124,0,allows,O
CVE-2014-3124,0,local,O
CVE-2014-3124,0,guest,O
CVE-2014-3124,0,HVM,O
CVE-2014-3124,0,administrators,O
CVE-2014-3124,0,to,O
CVE-2014-3124,0,cause,O
CVE-2014-3124,0,a,O
CVE-2014-3124,0,denial,O
CVE-2014-3124,0,of,O
CVE-2014-3124,0,service,O
CVE-2014-3124,0,(,O
CVE-2014-3124,0,hypervisor,O
CVE-2014-3124,0,crash,O
CVE-2014-3124,0,),O
CVE-2014-3124,0,or,O
CVE-2014-3124,0,possibly,O
CVE-2014-3124,0,execute,O
CVE-2014-3124,0,arbitrary,O
CVE-2014-3124,0,code,O
CVE-2014-3124,0,by,O
CVE-2014-3124,0,leveraging,O
CVE-2014-3124,0,a,O
CVE-2014-3124,0,separate,O
CVE-2014-3124,0,qemu,O
CVE-2014-3124,0,-,O
CVE-2014-3124,0,dm,O
CVE-2014-3124,0,vulnerability,O
CVE-2014-3124,0,to,O
CVE-2014-3124,0,trigger,O
CVE-2014-3124,0,invalid,O
CVE-2014-3124,0,page,O
CVE-2014-3124,0,table,O
CVE-2014-3124,0,translations,O
CVE-2014-3124,0,for,O
CVE-2014-3124,0,unspecified,O
CVE-2014-3124,0,memory,O
CVE-2014-3124,0,page,O
CVE-2014-3124,0,types,O
CVE-2014-3124,0,.,O
CVE-2015-0901,0,Cross,O
CVE-2015-0901,0,-,O
CVE-2015-0901,0,site,O
CVE-2015-0901,0,scripting,O
CVE-2015-0901,0,(,O
CVE-2015-0901,0,XSS,O
CVE-2015-0901,0,),O
CVE-2015-0901,0,vulnerability,O
CVE-2015-0901,0,in,O
CVE-2015-0901,0,the,O
CVE-2015-0901,0,duwasai,O
CVE-2015-0901,0,flashy,pn
CVE-2015-0901,0,theme,O
CVE-2015-0901,0,1.3,vre
CVE-2015-0901,0,and,=
CVE-2015-0901,0,earlier,<
CVE-2015-0901,0,for,O
CVE-2015-0901,0,WordPress,O
CVE-2015-0901,0,allows,O
CVE-2015-0901,0,remote,O
CVE-2015-0901,0,attackers,O
CVE-2015-0901,0,to,O
CVE-2015-0901,0,inject,O
CVE-2015-0901,0,arbitrary,O
CVE-2015-0901,0,web,O
CVE-2015-0901,0,script,O
CVE-2015-0901,0,or,O
CVE-2015-0901,0,HTML,O
CVE-2015-0901,0,via,O
CVE-2015-0901,0,unspecified,O
CVE-2015-0901,0,vectors,O
CVE-2015-0901,0,.,O
CVE-2007-1775,0,Unrestricted,O
CVE-2007-1775,0,file,O
CVE-2007-1775,0,upload,O
CVE-2007-1775,0,vulnerability,O
CVE-2007-1775,0,in,O
CVE-2007-1775,0,upload.php3,O
CVE-2007-1775,0,in,O
CVE-2007-1775,0,JBrowser,pn
CVE-2007-1775,0,2.4,vre
CVE-2007-1775,0,and,=
CVE-2007-1775,0,earlier,<
CVE-2007-1775,0,allows,O
CVE-2007-1775,0,remote,O
CVE-2007-1775,0,attackers,O
CVE-2007-1775,0,to,O
CVE-2007-1775,0,upload,O
CVE-2007-1775,0,and,O
CVE-2007-1775,0,execute,O
CVE-2007-1775,0,arbitrary,O
CVE-2007-1775,0,PHP,O
CVE-2007-1775,0,code,O
CVE-2007-1775,0,via,O
CVE-2007-1775,0,unspecified,O
CVE-2007-1775,0,vectors,O
CVE-2007-1775,0,.,O
CVE-2007-1775,1,NOTE,O
CVE-2007-1775,1,:,O
CVE-2007-1775,1,the,O
CVE-2007-1775,1,provenance,O
CVE-2007-1775,1,of,O
CVE-2007-1775,1,this,O
CVE-2007-1775,1,information,O
CVE-2007-1775,1,is,O
CVE-2007-1775,1,unknown,O
CVE-2007-1775,1,:,O
CVE-2007-1775,1,the,O
CVE-2007-1775,1,details,O
CVE-2007-1775,1,are,O
CVE-2007-1775,1,obtained,O
CVE-2007-1775,1,solely,O
CVE-2007-1775,1,from,O
CVE-2007-1775,1,third,O
CVE-2007-1775,1,party,O
CVE-2007-1775,1,information,O
CVE-2007-1775,1,.,O
CVE-2017-3768,0,An,O
CVE-2017-3768,0,unprivileged,O
CVE-2017-3768,0,attacker,O
CVE-2017-3768,0,with,O
CVE-2017-3768,0,connectivity,O
CVE-2017-3768,0,to,O
CVE-2017-3768,0,the,O
CVE-2017-3768,0,IMM2,O
CVE-2017-3768,0,could,O
CVE-2017-3768,0,cause,O
CVE-2017-3768,0,a,O
CVE-2017-3768,0,denial,O
CVE-2017-3768,0,of,O
CVE-2017-3768,0,service,O
CVE-2017-3768,0,attack,O
CVE-2017-3768,0,on,O
CVE-2017-3768,0,the,O
CVE-2017-3768,0,IMM2,O
CVE-2017-3768,0,(,O
CVE-2017-3768,0,Versions,O
CVE-2017-3768,0,earlier,<
CVE-2017-3768,0,than,O
CVE-2017-3768,0,4.4,vre
CVE-2017-3768,0,for,O
CVE-2017-3768,0,Lenovo,pn
CVE-2017-3768,0,System,pn
CVE-2017-3768,0,x,pn
CVE-2017-3768,0,and,sp
CVE-2017-3768,0,earlier,<
CVE-2017-3768,0,than,O
CVE-2017-3768,0,6.4,vre
CVE-2017-3768,0,for,O
CVE-2017-3768,0,IBM,pn
CVE-2017-3768,0,System,pn
CVE-2017-3768,0,x,pn
CVE-2017-3768,0,),O
CVE-2017-3768,0,.,O
CVE-2017-3768,1,Flooding,O
CVE-2017-3768,1,the,O
CVE-2017-3768,1,IMM2,O
CVE-2017-3768,1,with,O
CVE-2017-3768,1,a,O
CVE-2017-3768,1,high,O
CVE-2017-3768,1,volume,O
CVE-2017-3768,1,of,O
CVE-2017-3768,1,authentication,O
CVE-2017-3768,1,failures,O
CVE-2017-3768,1,via,O
CVE-2017-3768,1,the,O
CVE-2017-3768,1,Common,O
CVE-2017-3768,1,Information,O
CVE-2017-3768,1,Model,O
CVE-2017-3768,1,(,O
CVE-2017-3768,1,CIM,O
CVE-2017-3768,1,),O
CVE-2017-3768,1,used,O
CVE-2017-3768,1,by,O
CVE-2017-3768,1,LXCA,O
CVE-2017-3768,1,and,O
CVE-2017-3768,1,OneCLI,O
CVE-2017-3768,1,and,O
CVE-2017-3768,1,other,O
CVE-2017-3768,1,tools,O
CVE-2017-3768,1,can,O
CVE-2017-3768,1,exhaust,O
CVE-2017-3768,1,available,O
CVE-2017-3768,1,system,O
CVE-2017-3768,1,memory,O
CVE-2017-3768,1,which,O
CVE-2017-3768,1,can,O
CVE-2017-3768,1,cause,O
CVE-2017-3768,1,the,O
CVE-2017-3768,1,IMM2,O
CVE-2017-3768,1,to,O
CVE-2017-3768,1,reboot,O
CVE-2017-3768,1,itself,O
CVE-2017-3768,1,until,O
CVE-2017-3768,1,the,O
CVE-2017-3768,1,requests,O
CVE-2017-3768,1,cease,O
CVE-2017-3768,1,.,O
CVE-2006-6770,0,Multiple,O
CVE-2006-6770,0,PHP,O
CVE-2006-6770,0,remote,O
CVE-2006-6770,0,file,O
CVE-2006-6770,0,inclusion,O
CVE-2006-6770,0,vulnerabilities,O
CVE-2006-6770,0,in,O
CVE-2006-6770,0,Jinzora,pn
CVE-2006-6770,0,Media,O
CVE-2006-6770,0,Jukebox,O
CVE-2006-6770,0,2.7,vre
CVE-2006-6770,0,and,=
CVE-2006-6770,0,earlier,<
CVE-2006-6770,0,",",O
CVE-2006-6770,0,when,O
CVE-2006-6770,0,register_globals,O
CVE-2006-6770,0,is,O
CVE-2006-6770,0,enabled,O
CVE-2006-6770,0,",",O
CVE-2006-6770,0,allow,O
CVE-2006-6770,0,remote,O
CVE-2006-6770,0,attackers,O
CVE-2006-6770,0,to,O
CVE-2006-6770,0,execute,O
CVE-2006-6770,0,arbitrary,O
CVE-2006-6770,0,PHP,O
CVE-2006-6770,0,code,O
